STATE,HOSPITAL,CITY,ZIPCODE,CERT_DESIGNATION,CERT_ORG,OBJECTID,HOSPITAL_LAT,HOSPITAL_LONG,
New Hampshire,Dartmouth Hitchcock Medical Center,Lebanon,3756,Primary Stroke Center,The Joint Commission,826,43.67762,-72.27274,
New Hampshire,Concord Hospital,Concord,3301,Primary Stroke Center,DNV GL,820,43.19655,-71.56279,
New Hampshire,Cheshire Medical Center,Keene,3431,Designated Stroke Center,State,824,42.94916,-72.28998,
New Hampshire,Catholic Medical Center,Manchester,3102,Primary Stroke Center,The Joint Commission,823,42.99127,-71.47398,
New Jersey,Virtua West Jersey Hospital - Voorhees,Voorhees,8043,Primary Stroke Center,State,839,39.8431523,-74.9972583,
New Jersey,Virtua West Jersey Hospital - Marlton,Evesham township,8053,Primary Stroke Center,State,836,39.89719941,-74.8807373,
New Jersey,Virtua Our Lady of Lourdes Hospital,Camden,8103,Primary Stroke Center,The Joint Commission,1013,39.92686,-75.09519,
New Jersey,Virtua Memorial Hospital - Burlington County,Mount Holly,8060,Primary Stroke Center,State,835,39.99437,-74.7874039,
New Jersey,Valley Hospital,Ridgewood,7450,Comprehensive Stroke Center,State,834,40.98364,-74.10054,
New Jersey,St. Mary's Hospital,Passaic,7055,Primary Stroke Center,State,966,40.85877,-74.13721,
New Jersey,St. Joseph's Wayne Medical Center,Wayne,7470,Primary Stroke Center,DNV GL,831,40.94812,-74.20351,
New Jersey,St. Joseph's Regional Medical Center,Paterson,7503,Comprehensive Stroke Center,DNV GL,830,40.895245,-74.15552,
New Jersey,St. Francis Medical Center,Trenton,8629,Primary Stroke Center,State,887,40.21717,-74.74192,
New Jersey,Shore Medical Center,Somers Point,8244,Primary Stroke Center,The Joint Commission,998,39.31469,-74.59384,
New Jersey,Saint Peters University Hospital,New Brunswick,8901,Primary Stroke Center,State,905,40.50066,-74.46015,
New Jersey,Saint Calre's Hospital - Dover,Dover,7801,Primary Stroke Center,State,948,40.88468,-74.5758,
New Jersey,Saint Barnabas Medical Center,Linvingston ,7039,Comprehensive Stroke Center,State,847,40.76218715,-74.30364893,
New Jersey,Robert Wood Johnson University Hospital Somerset,Somerville,8876,Primary Stroke Center,The Joint Commission,1006,40.56819,-74.59491,
New Jersey,Robert Wood Johnson University Hospital at Rahway,Rahway,7065,Primary Stroke Center,State,984,40.60615,-74.273995,
New Jersey,Riverview Medical Center,Red Bank,7701,Primary Stroke Center,The Joint Commission,943,40.35374,-74.06345,
New Jersey,Raritan Bay Medical Center - Old Bridge,Old Bridge Township,8857,Primary Stroke Center,State,917,40.38287,-74.32359,
New Jersey,Penn Medicine Princeton Medical Center,Plainsboro,8536,Advanced Primary Stroke Center          ,The Joint Commission,922,40.33945,-74.6238,
New Jersey,Monmouth Medical Center - South Campus,Lakewood,8701,Primary Stroke Center,State,954,40.07319,-74.21937,
New Jersey,Monmouth Medical Center,Long Branch,77040,Primary Stroke Center,State,939,40.29563,-73.98518,
New Jersey,Memorial Hospital of Salem,Salem,8079,Primary Stroke Center,State,979,39.57049,-75.46488,
New Jersey,Lourdes Medical Center Burlington County,Willingboro,8046,Primary Stroke Center,State,837,40.017925,-74.879695,
New Jersey,JFK Medical Center,Edison,8820,Comprehensive Stroke Center,The Joint Commission,899,40.55625,-74.35119,
New Jersey,Jersey Shore Medical Center,Neptune City ,7753,Comprehensive Stroke Center,State,933,40.20931528,-74.04340464,
New Jersey,Jersey City Medical Center - Robert Wood Johnson Barnabas Health,Jersey City,7302,Primary Stroke Center,DNV GL,829,40.72223,-74.04734,
New Jersey,Jefferson Washington Township Hospital,Washington Township,8080,Comprehensive Stroke Center,State,851,39.73545,-75.06567,
New Jersey,Jefferson Stratford Hospital,Stratford,8084,Primary Stroke Center,The Joint Commission,843,39.82815,-75.00778,
New Jersey,Jefferson Cherry Hill Hospital,Cherry Hill,8002,Primary Stroke Center,The Joint Commission,841,39.92798,-75.01564,
New Jersey,Inspira Medical Center Woodbury,Woodbury,8096,Primary Stroke Center,State,846,39.84409,-75.15005,
New Jersey,Inspira Medical Center Vineland,Vineland ,8360,Primary Stroke Center,State,845,39.44532,-75.05873,
New Jersey,Inspira Medical Center Elmer,Elmer,8318,Primary Stroke Center,State,972,39.58791,-75.18023,
New Jersey,Hunterdon Medical Center,Flemington,8822,Primary Stroke Center,State,882,40.53152,-74.85749,
New Jersey,Hackettstown Regional Medical Center,Hackettstown,7840,Primary Stroke Center,The Joint Commission,992,40.85464,-74.83115,
New Jersey,Hackensack Meridican Health - Mountainside Medical Center,Montclair,7042,Primary Stroke Center,The Joint Commission,850,40.81208,-74.20388,
New Jersey,Hackensack Meridian Health Palisades Medical Center,North Bergen,7047,Primary Stroke Center,The Joint Commission,852,40.79346,-73.99609,
New Jersey,Hackensack Meridian Health - Pascack Valley,Westwood,7675,Primary Stroke Center,The Joint Commission,833,40.991705,-74.034395,
New Jersey,Hackensack Meridian - Ocean Medical Center,Brick,8724,Primary Stroke Center,The Joint Commission,961,40.07697,-74.13214,
New Jersey,East Orange General Hospital,East Orange,7018,Primary Stroke Center,State,849,40.75455,-74.21352,
New Jersey,Cooper University Hospital,Camden,8103,Comprehensive Stroke Center    ,The Joint Commission,840,39.94152,-75.1168,
New Jersey,Clara Maas Medical Center,Belleville,7109,Primary Stroke Center,State,848,40.78573,-74.17537,
New Jersey,CarePoint Health Hoboken UMC,Hoboken,7030,Primary Stroke Center,State,853,40.74113,-74.03359,
New Jersey,CarePoint Health Christ Hospital,Jersey City,7306,Primary Stroke Center,State,854,40.73443,-74.05026,
New Jersey,CarePoint Health Bayonne Hospital Center,Bayonne,7002,Primary Stroke Center,The Joint Commission,842,40.65221,-74.1302,
New Jersey,Capital Health Regional Medical Center,Trenton,8638,Comprehensive Stroke Center,The Joint Commission,885,40.23608,-74.75259,
New Jersey,Cape May Regional Medical Center,Cape May Court House,8210,Primary Stroke Center,State,844,39.0801,-74.821845,
New Jersey,AtlantiCare Regional Medical Center,Pomona,8240,Primary Stroke Center,State,832,39.47826,-74.5399,
New Mexico,Yuma Regional Medical Center,Yuma,85364,Primary Stroke Center,DNV GL,1021,32.68214,-114.63537,
New Mexico,University of New Mexico Hospital,Albuquerque,87106,Primary Stroke Center,The Joint Commission,1016,35.08837,-106.61684,
New Mexico,San Juan Regional Medical Center,Farmington,87401,Primary Stroke Center,DNV GL,1019,36.72389,-108.2173,
New Mexico,Rehoboth McKinley Christian Health Care Services,Gallup,87301,Acute Stroke Ready Hospital,DNV GL,1020,35.50663,-108.72676,
New Mexico,Presbyterian Hospital,Albuquerque,87106,Primary Stroke Center,The Joint Commission,1017,35.08158,-106.63275,
New Mexico,Mountainview Regional Medical Center,Las Cruces,88011,Primary Stroke Center,The Joint Commission,1015,32.32357,-106.72903,
New Mexico,Lovelace Medical Center,Albuquerque,87102,Primary Stroke Center,DNV GL,1018,35.08669,-106.63961,
New Mexico,Lea Regional Medical Center,Hobbs,88240,Primary Stroke Center,State,1014,32.76139,-103.18473,
New York,Wyckoff Heights Medical Center,Brooklyn,11237,Primary Stroke Cente,State,1273,40.70456,-73.91758,
New York,Woodhull Medical and Mental Health Center,Brooklyn,11206,Primary Stroke Center,State,1270,40.70034,-73.9416,
New York,White Plains Hospital Center,White Plains,10601,Primary Stroke Center,The Joint Commission,1256,41.0312753,-73.7674978,
New York,Westchester Medical Center,Valhalla,10595,Primary Stroke Center,State,1110,41.08673,-73.80512,
New York,Vassar Brothers Medical Center,Poughkeepsie,12601,Primary Stroke Center,The Joint Commission,1109,41.6934,-73.93618,
New York,Upstate Medical University,Syracuse,13210,Comprehensive Stroke Center,DNV GL,1108,43.04215,-76.14025,
New York,UPMC Chautauqua WCA,Jamestown,14701,Primary Stroke Center,State,1107,42.09104,-79.23112,
New York,University of Rochester-Strong Memorial,Rochester,14642,Comprehensive Stroke Center,The Joint Commission,1106,43.12307,-77.62349,
New York,University Hospital of Brooklyn,Brooklyn,11203,Primary Stroke Center,State,1105,40.65538,-73.94508,
New York,United Memorial Medical Center North Street Campus,Batavia,14020,Primary Stroke Center,State,1104,43.00508,-78.1766,
New York,United Health Services Hospital - Wilson Medical Center,Johnson City,13790,Primary Stroke Center,State,1103,42.1153014,-75.9545946,
New York,The Unity Hospital of Rochester,Rpchester,14626,Primary Stroke Center,State,1098,43.19113,-77.70165,
New York,Syosset Hospital,Syosset,11791,Primary Stroke Center,State,1092,40.82368,-73.499355,
New York,SUNY Stony Brook/University Hospital,Stony Brook,11794,Comprehensive Stroke Center,The Joint Commission,1089,40.90837,-73.11473,
New York,Staten Island University Hospital - South,Staten island,10309,Primary Stroke Center,State,1087,40.51654,-74.19671,
New York,Staten Island University Hospital - North,Staten island,10305,Primary Stroke Center,State,1081,40.58455,-74.08551,
New York,St. Peter's Hospital,Albany,12208,Primary Stroke Center,State,1075,42.65443,-73.80427,
New York,St. Josephs Medical Center,The Bronx,10472,Primary Stroke Center,State,1070,40.82982,-73.873525,
New York,St. Josephs Hospital Health Center,Syracuse,13203,Primary Stroke Center,State,1064,43.05578,-76.14947,
New York,St. Joseph Hospital,Bethpage,11714,Primary Stroke Center,The Joint Commission,1062,40.72585,-73.47884,
New York,St. John's Riverside Hospital,Yonkers,10701,Primary Stroke Center,State,987,40.96891,-73.88605,
New York,St. Francis Hospital,Roslyn,11576,Primary Stroke Center,State,1059,40.7972714,-73.6612393,
New York,St. Charles Hospital,Port Jefferson,11777,Primary Stroke Center,State,1056,40.94772,-73.06045,
New York,St. Catherine of Siena Medical Center,Smithtown,11787,Primary Stroke Center,State,1012,40.868,-73.22322,
New York,St. Barnabas Hospital,The Bronx,10457,Primary Stroke Center,State,971,40.85335,-73.89139,
New York,St Luke's Cornwall Hospital Newburgh,Newburgh,12550,Primary Stroke Center,State,1005,41.50352,-74.01401,
New York,St Johns Episcopal Hospital South Shore,Far Rockaway,11691,Primary Stroke Center,State,1001,40.59865,-73.753,
New York,Southside Hospital,Bay Shore,11706,Primary Stroke Center,State,997,40.7263976,-73.2516582,
New York,Southampton Hospital,Southampton,11968,Primary Stroke Center,State,991,40.88539,-72.38058,
New York,Sisters of Charity Hospital,Buffalo,14214,Primary Stroke Center,State,978,42.9287,-78.84793,
New York,Samaritan Medical Center,Watertown,13601,Primary Stroke Center,The Joint Commission,967,43.96441,-75.91304,
New York,Samaritan Hospital,Troy,12180,Primary Stroke Center,State,960,42.74278,-73.67582,
New York,Rochester General Hospital,Rochester,14621,Comprehensive Stroke Center,DNV GL,953,43.19242,-77.58659,
New York,Richmond University Medical Center,Staten Island,10301,Primary Stroke Center,The Joint Commission,949,40.63598,-74.10641,
New York,Putnam Hospital Center,Carmel Hamlet,10512,Primary Stroke Center,State,942,41.458999,-73.6569491,
New York,Plainview Hospital,Plainview,11803,Primary Stroke Center,State,940,40.77507,-73.47845,
New York,Phelps Memorial Hospital Center,Sleepy Hollow,10591,Primary Stroke Center,State,929,41.09417851,-73.86075449,
New York,Peconic Bay Medical Center,Riverhead,11901,Primary Stroke Center,State,925,40.93422,-72.67359,
New York,Our Lady Of Lourdes Memorial Hospital,Binghamton,13905,Primary Stroke Center,State,923,42.09178,-75.93627,
New York,Orange Regional Medical Center,Middletown,10940,Primary Stroke Center,State,912,41.44,-74.36811,
New York,Olean General Hospital,Olean,14760,Primary Stroke Center,State,906,42.09048,-78.4278,
New York,NYU Langone Hospitals,New York,10016,Comprehensive Stroke Center,The Joint Commission,878,40.7423,-73.9743,
New York,NYU Langone Hospital - Winthrop,Mineola,11501,Primary Stroke Center,State,894,40.745155,-73.639525,
New York,NYU Langone Hospital - Brooklyn,Brooklyn,11220,Comprehensive Stroke Center,State,888,40.64662,-74.02058,
New York,NYC Health + Hospitals/ Kings County,Brooklyn,11203,Primary Stroke Center,The Joint Commission,875,40.65669,-73.94383,
New York,Nyack Hospital,Nyack,10960,Primary Stroke Center,State,873,41.09595,-73.92603,
New York,Northern Westchester Hospital Center,Mount Kisco,10549,Primary Stroke Center,State,871,41.19631,-73.72554,
New York,Northern Dutchess Hospital,Rhinebeck ,12572,Primary Stroke Center,State,869,41.9353,-73.91275,
New York,North Shore University Hospital,Manhasset,11030,Comprehensive Stroke Center,The Joint Commission,867,40.77774,-73.70192,
New York,Nicholas H Noyes Memorial Hospital,Dansville,14437,Primary Stroke Center,State,865,42.56,-77.694965,
New York,Niagara Falls Memorial Medical Center,Niagara Falls ,14301,Primary Stroke Center,State,862,43.09393,-79.04988,
New York,Newark-Wayne Community Hospital,Newark,14513,Primary Stroke Center,State,838,43.05977,-77.10204,
New York,New York Presbyterian/Queens,Flushing,11355,Primary Stroke Center,The Joint Commission,859,40.74723,-73.8252,
New York,New York Presbyterian Lawrence Hospital,Bronxville,10708,Primary Stroke Center,State,1155,40.94249,-73.83691,
New York,New York Presbyterian Hospital/Lower Manhattan,New York,10038,Primary Stroke Center,State,1154,40.71075,-74.00513,
New York,New York Presbyterian Hospital/Columbia,New York,10032,Primary Stroke Center,State,1153,40.84128,-73.94032,
New York,New York Presbyterian Hospital Cornell,New York,10065,Primary Stroke Center,State,1152,40.87289,-73.91246,
New York,New York Presbyterian Brooklyn Methodist Hospital,Brooklyn,11215,Primary Stroke Center,State,1151,40.66822,-73.97935,
New York,New York Presbyterian - Hudson Valley Hospital,Cortlandt Manor,10567,Primary Stroke Center,State,1149,41.29264,-73.89241,
New York,New York Presbyterian - Allen Hospital,New York,10034,Primary Stroke Center,State,1150,40.87289,-73.91246,
New York,New York Community Hospital of Brooklyn,Brooklyn ,11229,Primary Stroke Center,State,1148,40.61386,-73.94836,
New York,Nassau University Medical Center,East Meadow,11554,Primary Stroke Center,State,1147,40.72648,-73.55375,
New York,Mount St. Mary's Hospital,Lewiston,14092,Primary Stroke Center,State,1146,43.15419,-79.03242,
New York,Mount Sinai West,New York,10019,Primary Stroke Center,State,1145,40.77008,-73.98782,
New York,Mount Sinai South Nassau,Oceanside,11572,Primary Stroke Center,The Joint Commission,1144,40.65204,-73.63084,
New York,Mount Sinai Morningside,New York,10025,Primary Stroke Center,State,1143,40.80575,-73.96157,
New York,Mount Sinai Hospital Mount Sinai Hospital of Queens,Queens,11102,Primary Stroke Center,The Joint Commission,1142,40.770976,-73.9242913,
New York,Mount Sinai Hospital,New York,10029,Comprehensive Stroke Center,The Joint Commission,1141,40.79038,-73.95339,
New York,Mount Sinai Brooklyn/Beth Israel Medical Center King's Highway,Brooklyn,11234,Primary Stroke Center,State,1140,40.6145,-73.922515,
New York,Mount Sinai Beth Israel/Beth Israel Medical Center,New York,10003,Primary Stroke Center,State,1139,40.73236,-73.98909,
New York,Montefiore New Rochelle Hospital,New Rochelle,10801,Primary Stroke Center,State,1138,40.91284,-73.78754,
New York,Montefiore Mount Vernon Hospital,Mount Vernon,10550,Primary Stroke Center,State,1137,40.91237,-73.84027,
New York,Montefiore Medical Center - Jack D Weiler Hosp Of A Einstein College Division,The Bronx,10461,Primary Stroke Center,State,1132,40.843575,-73.832455,
New York,Montefiore Medical Center - Henry and Lucy Moses Division,Bronx,10567,Comprehensive Stroke Center,The Joint Commission,1127,41.2956111,-73.8852426,
New York,Millard Fillmore Suburban Hospital,Williamsville,14221,Primary Stroke Center,State,1122,42.99327,-78.73005,
New York,Mid Hudson Regional Hospital of Westchester Medical Center,Poughkeepsie,12601,Primary Stroke Center,State,1117,41.71801,-73.92651,
New York,Metropolitan Hospital Center,New York,10029,Primary Stroke Center,State,1114,40.78477,-73.9439,
New York,Mercy Medical Center,Rockville Centre,11570,Primary Stroke Center,The Joint Commission,1112,40.68825,-73.63137,
New York,Mercy Hospital Of Buffalo,Buffalo,14220,Primary Stroke Center,The Joint Commission,1111,42.84733,-78.81271,
New York,Mary Imogene Bassett Hospital,Cooperstown,13326,Primary Stroke Center,State,1091,42.6987122,-74.9281115,
New York,Maimonides Medical Center,Brooklyn,11219,Comprehensive Stroke Center,The Joint Commission,1082,40.63936,-73.99867,
New York,Long Island Jewish Valley Stream,Valley Stream,11580,Primary Stroke Center,State,1068,40.68104,-73.68632,
New York,Long Island Jewish Medical Center,Queens,11040,Primary Stroke Center,State,1080,40.75288,-73.70929,
New York,Long Island Jewish Forest Hills/Forest Hills Hospital,Queens,11375,Primary Stroke Center,State,1054,40.72903,-73.85151,
New York,Long Island Community Hospital,Patchogue,11772,Primary Stroke Center,State,1007,40.78007,-72.97659,
New York,Lincoln Medical and Mental Health Center,Bronx,10451,Primary Stroke Center,The Joint Commission,1003,40.816325,-73.927415,
New York,Lenox Hill Hospital,New York,10075,Primary Stroke Center,State,990,40.77397,-73.96088,
New York,Kingsbrook Jewish Medical Center,Brooklyn,11203,Primary Stroke Center,State,985,40.65958,-73.9338,
New York,Kenmore Mercy Hospital,Kenmore,14217,Primary Stroke Center,The Joint Commission,981,42.97763,-78.88045,
New York,Jones Memorial Hospital,Wellsville,14895,Primary Stroke Center,State,974,42.1227,-77.95099,
New York,John T Mather Memorial Hospital,Port Jefferson,11777,Primary Stroke Center,State,968,40.9442689,-73.0635654,
New York,Jamaica Hospital Medical Center,Richmond Hill,11418,Primary Stroke Center,State,963,40.70113,-73.81616,
New York,Jacobi Medical Center,The Bronx,10461,Primary Stroke Center,State,956,40.843575,-73.832455,
New York,Ira Davenport Memorial Hospital,Bath,14810,Primary Stroke Center,The Joint Commission,950,42.37135,-77.28015,
New York,Huntington Hospital,Huntington,11743,Primary Stroke Center,State,945,40.87952,-73.41627,
New York,Highland Hospital,Rochester,14620,Primary Stroke Center,State,937,43.13572,-77.60741,
New York,HealthAlliance Hospital Broadway Campus,Kingston,12401,Primary Stroke Center,State,931,41.92696,-73.99565,
New York,Harlem Hospital Center,New York,10037,Primary Stroke Center,State,911,40.813085,-73.93739,
New York,Good Samaritan Hospital Of Suffern,Suffern,10901,Primary Stroke Center,The Joint Commission,904,41.11069,-74.13417,
New York,Good Samaritan Hospital Medical Center,West Islip,11795,Comprehensive Stroke Center,The Joint Commission,896,40.69321,-73.29416,
New York,Glens Falls Hospital,Glens Falls,12801,Primary Stroke Center,State,891,43.30619,-73.64635,
New York,Glen Cove Hospital,Glen Cove,11542,Primary Stroke Center,State,879,40.87062,-73.62249,
New York,Geneva General Hospital,Geneva,14456,Primary Stroke Center,The Joint Commission,855,42.87626,-76.98769,
New York,Flushing Hospital Medical Center,Queens,11355,Primary Stroke Center,State,1041,40.75515,-73.81646,
New York,Faxton-St. Luke's Healthcare,Utica,13502,Primary Stroke Center,State,1040,43.09811,-75.27879,
New York,F F Thompson Hospital,Canadaigua,14424,Primary Stroke Center,State,1039,42.88741,-77.280025,
New York,Erie County Medical Center,Buffalo,14215,Primary Stroke Center,State,1038,42.93385,-78.80836,
New York,Elmhurst Hospital Center,Elmhurst,11373,Primary Stroke Center,The Joint Commission,1037,40.7386562,-73.8797241,
New York,Ellis Hospital,Schenectady,12308,Primary Stroke Center,State,1036,42.81989,-73.91634,
New York,Crouse Hospital,Syracuse,13210,Comprehensive Stroke Center,DNV GL,1035,43.04131,-76.13793,
New York,Corning Hospital,Corning,14830,Primary Stroke Center,State,1034,42.13537,-76.96949,
New York,Coney Island Hospital,Brooklyn ,11235,Primary Stroke Center,State,1033,40.58603,-73.96573,
New York,Columbia Memorial Hospital,Hudseon,12534,Primary Stroke Center,State,1032,42.24559,-73.77739,
New York,Cayuga Medical Center,Ithaca,14850,Primary Stroke Center,State,1031,42.46881,-76.53827,
New York,Catskill Regional Medical Center,Harris,12742,Primary Stroke Center,State,1030,41.7141728,-74.7266098,
New York,Buffalo General Medical Center,Buffalo,14203,Primary Stroke Center,State,1029,42.90035,-78.86589,
New York,Brooklyn Hospital Center,Brooklyn,11201,Primary Stroke Center,State,1028,40.69036,-73.97799,
New York,Brookdale Hospital Medical Center,Brooklyn,11212,Thrombectomy Capable Stroke Center,HFAP,1027,40.65453,-73.91276,
New York,BronxCare Health Systems,The Bronx,10457,Primary Stroke Center,State,1026,40.83165,-73.90353,
New York,Bellevue Hospital Center,New York,10016,Primary Stroke Center,State,1025,40.74591,-73.97854,
New York,Auburn Community Hospital,Auburn,13021,Primary Stroke Center,State,1024,42.94145,-76.56451,
New York,Arnot Ogden Medical Center,Elmira,14905,Primary Stroke Center,The Joint Commission,1023,42.09934,-76.82668,
New York,Albany Medical Center,Albany,12208,Comprehensive Stroke Center,The Joint Commission,1022,42.65295,-73.77582,
North Carolina,Watauga Medical Center,Boone,28607,Primary Stroke Center,The Joint Commission,1275,36.19891,-81.65137,
North Carolina,WakeMed Cary Hospital,Cary,27518,Primary Stroke Center,The Joint Commission,1274,35.74074,-78.78171,
North Carolina,WakeMed,Raleigh,27610,Primary Stroke Center,The Joint Commission,1271,35.778625,-78.61557,
North Carolina,Wake Forest Baptist Medical Center,Winston Salem,27157,Comprehensive Stroke Center,The Joint Commission,1540,36.08932,-80.26876,
North Carolina,Vidant Roanoke Chowan Hospital,Ahoskie,27910,Stroke Ready Hospital,The Joint Commission,1381,36.2854,-76.99454,
North Carolina,Vidant Medical Center,Greenville,27835,Comprehensive Stroke Center,The Joint Commission,1543,35.60712,-77.40456,
North Carolina,Vidant Edgecombe Hospital,Tarboro,27886,Primary Stroke Center,The Joint Commission,1561,35.92115,-77.55585,
North Carolina,Vidant Chowan Hospital,Edenton,27932,Stroke Ready Hospital,The Joint Commission,1374,36.06982,-76.61057,
North Carolina,Vidant Bertie Hospital,Windsor,27983,Stroke Ready Hospital,The Joint Commission,1423,35.9886,-76.9288,
North Carolina,University of North Carolina Hospitals,Chapel Hill,27514,Comprehensive Stroke Center,The Joint Commission,1544,35.90702,-79.04186,
North Carolina,The Charlotte-Mecklenburg Hospital Authority,Charlotte,28210,Primary Stroke Center,The Joint Commission,1268,35.1413524,-80.8285654,
North Carolina,Sentara Albemarle Medical Center,Elizabeth City,27909,Primary Stroke Center,DNV GL,1545,36.32317,-76.21871,
North Carolina,Rex Hospital,Raleigh,27607,Thrombectomy Capable Stroke Center,The Joint Commission,1276,35.793815,-78.670235,
North Carolina,Onslow Memorial Hospital,Jacksonville,28546,Primary Stroke Center,The Joint Commission,1266,34.76272,-77.38582,
North Carolina,Novant Health Thomasville Medical Center,Thomasville,27360,Primary Stroke Center,The Joint Commission,1570,35.87907,-80.11151,
North Carolina,Novant Health Rowan Medical Center,Salisbury,28144,Primary Stroke Center,The Joint Commission,1263,35.68194,-80.47108,
North Carolina,Novant Health Presbyterian Medical Center,Charlotte,28204,Comprehensive Stroke Center,The Joint Commission,1542,35.21218,-80.82403,
North Carolina,Novant Health Mint Hill Medical Center,Charlotte,28215,Stroke Ready Hospital,The Joint Commission,1433,35.22267,-80.64865,
North Carolina,Novant Health Matthews Medical Center,Matthews,28105,Primary Stroke Center,The Joint Commission,1239,35.11984,-80.71366,
North Carolina,Novant Health Huntersville Medical Center,Huntersville,28078,Primary Stroke Center,The Joint Commission,1572,35.40598,-80.85995,
North Carolina,Novant Health Forsyth Medical Center,Winston Salem,27103,Comprehensive Stroke Center,The Joint Commission,1541,36.07546,-80.29654,
North Carolina,Northern Hospital District of Surry County,Mount Airy,27030,Primary Stroke Center,The Joint Commission,1571,36.4989043,-80.6084698,
North Carolina,New Hanover Regional Medical Center,Wilmington,28401,Comprehensive Stroke Center,DNV GL,1535,34.20536,-77.92187,
North Carolina,Nash General Hospital,Rocky Mount,27804,Primary Stroke Center,The Joint Commission,1569,35.97584,-77.85233,
North Carolina,Moses H. Cone Memorial Hospital Operating Corporation,Greensboro,27401,Stroke Ready Hospital,The Joint Commission,1384,36.07491,-79.79241,
North Carolina,Moses H. Cone Memorial Hospital Operating Corporation,Greensboro,27401,Comprehensive Stroke Center,The Joint Commission,1539,36.07491,-79.79241,
North Carolina,Mission Hospital,Asheville,28801,Comprehensive Stroke Center,The Joint Commission,1538,35.5767,-82.54942,
North Carolina,MH Mission Hospital McDowell,Marion,28752,Stroke Ready Hospital,The Joint Commission,1410,35.6635,-82.02809,
North Carolina,Lexington Medical Center,Lexington,27292,Primary Stroke Center,The Joint Commission,1567,35.80582,-80.2874,
North Carolina,Lenoir Memorial Hospital,Kinston,28501,Primary Stroke Center,The Joint Commission,1566,35.260815,-77.57263,
North Carolina,Lake Norman Regional Medical Center,Mooresville,28117,Primary Stroke Center,The Joint Commission,1568,35.54905,-80.85381,
North Carolina,Iredell Memorial Hospital,Statesville,28677,Primary Stroke Center,The Joint Commission,1565,35.79985,-80.87862,
North Carolina,Hugh Chatham Memorial Hospital,Elkin,28621,Primary Stroke Center,The Joint Commission,1564,36.2618,-80.83857,
North Carolina,Hoke Healthcare,Raeford,28376,Stroke Ready Hospital,The Joint Commission,1428,34.981295,-79.224095,
North Carolina,Gaston Memorial Hospital,Gastonia,28054,Primary Stroke Center,The Joint Commission,1563,35.257318,-81.1726346,
North Carolina,FirstHealth of the Carolinas,Pinehurst,28374,Primary Stroke Center,The Joint Commission,1562,35.20584,-79.45676,
North Carolina,Duplin General Hospital,Kenansville,28349,Primary Stroke Center,The Joint Commission,1560,34.961822,-77.9591039,
North Carolina,Duke University Hospital,Durham,27710,Comprehensive Stroke Center,The Joint Commission,1537,36.00764,-78.93755,
North Carolina,Duke Regional Hospital,Durham,27704,Primary Stroke Center,The Joint Commission,1559,36.03724,-78.89964,
North Carolina,Duke Raleigh Hospital,Raleigh,27609,Thrombectomy Capable Stroke Center,The Joint Commission,1277,35.82875,-78.61823,
North Carolina,DLP Wilson Medical Center,Wilson,27893,Primary Stroke Center,The Joint Commission,1558,35.71918,-77.94385,
North Carolina,DLP Frye Regional Medical Center,Hickory,28601,Primary Stroke Center,The Joint Commission,1557,35.73752,-81.33713,
North Carolina,DLP Central Carolina Medical Center,Sanford,27330,Primary Stroke Center,The Joint Commission,1556,35.4796579,-79.1768181,
North Carolina,Columbus Regional Healthcare System,Whiteville,28472,Acute Stroke Ready Hospital,DNV GL,1495,34.33849,-78.69377,
North Carolina,Catawba Valley Medical Center,Hickory,28602,Primary Stroke Center,The Joint Commission,1555,35.71398,-81.26664,
North Carolina,Carteret County General Hospital Corporation,Morehead City,28557,Primary Stroke Center,The Joint Commission,1554,34.724315,-76.72234,
North Carolina,Carolinas Medical Center,Charlotte,28232,Comprehensive Stroke Center,The Joint Commission,1536,35.09197,-80.87117,
North Carolina,Cape Fear Valley Health System,Fayetteville,28304,Primary Stroke Center,The Joint Commission,1553,35.03183,-78.93246,
North Carolina,Atrium Health University City,Charlotte,28262,Primary Stroke Center,The Joint Commission,1552,35.3072,-80.74748,
North Carolina,Atrium Health Union,Monroe,28112,Primary Stroke Center,The Joint Commission,1551,34.97517,-80.52278,
North Carolina,Atrium Health Stanly,Albemarle,28001,Primary Stroke Center,The Joint Commission,1550,35.36389,-80.19453,
North Carolina,Atrium Health Lincoln,Lincolnton,28092,Primary Stroke Center,The Joint Commission,1549,35.49029,-81.20319,
North Carolina,Atrium Health Cleveland,Shelby,28150,Primary Stroke Center,The Joint Commission,1548,35.30288,-81.53571,
North Carolina,Atrium Health Cabarrus,Concord,28025,Primary Stroke Center,The Joint Commission,1547,35.43555,-80.60305,
North Carolina,Angel Medical Center,Franklin,28734,Stroke Ready Hospital,The Joint Commission,1390,35.1804891,-83.3805333,
North Carolina,Alamance Regional Medical Center,Burlington,27216,Primary Stroke Center,The Joint Commission,1546,36.09382,-79.46367,
North Dakota,Wishek Community Hospital,Wishek,58495,Acute Stroke Ready Hospital,State,1317,46.25857,-99.55624,
North Dakota,West River Regional Medical Center,Hettinger,58639,Acute Stroke Ready Hospital,State,1297,46.00216,-102.63605,
North Dakota,Unity Medical Center,Grafton,58237,Acute Stroke Ready Hospital,State,1294,48.41145,-97.41439,
North Dakota,Trinity Hospitals,Minot,58701,Primary Stroke Center,The Joint Commmission,1281,48.23241,-101.29332,
