,State,Hospital,City,Zip Code,Designation/Certification,Certifying Organization,ObjectId,lat,long,Unnamed: 9,STATE
1092,New York,Syosset Hospital,Syosset,11791,Primary Stroke Center,State,1092,40.823679999999996,-73.49935500000001,,36
1093,New York,SUNY Stony Brook/University Hospital,Stony Brook,11794,Comprehensive Stroke Center,The Joint Commission,1089,40.90837,-73.11473000000001,,36
1094,New York,Staten Island University Hospital - South,Staten island,10309,Primary Stroke Center,State,1087,40.51654,-74.19671,,36
1095,New York,Staten Island University Hospital - North,Staten island,10305,Primary Stroke Center,State,1081,40.58455,-74.08551,,36
1096,New York,St. Peter's Hospital,Albany,12208,Primary Stroke Center,State,1075,42.65443,-73.80426999999999,,36
1097,New York,St. Josephs Medical Center,The Bronx,10472,Primary Stroke Center,State,1070,40.82982,-73.873525,,36
1098,New York,St. Josephs Hospital Health Center,Syracuse,13203,Primary Stroke Center,State,1064,43.05578,-76.14947,,36
1099,New York,St. Joseph Hospital,Bethpage,11714,Primary Stroke Center,The Joint Commission,1062,40.72585,-73.47884,,36
1100,New York,St. John's Riverside Hospital,Yonkers,10701,Primary Stroke Center,State,987,40.96891,-73.88605,,36
1101,New York,St. Francis Hospital,Roslyn,11576,Primary Stroke Center,State,1059,40.7972714,-73.66123929999999,,36
1102,New York,St. Charles Hospital,Port Jefferson,11777,Primary Stroke Center,State,1056,40.947720000000004,-73.06045,,36
1103,New York,St. Catherine of Siena Medical Center,Smithtown,11787,Primary Stroke Center,State,1012,40.868,-73.22322,,36
1104,New York,St. Barnabas Hospital,The Bronx,10457,Primary Stroke Center,State,971,40.85335,-73.89139,,36
1105,New York,St Luke's Cornwall Hospital Newburgh,Newburgh,12550,Primary Stroke Center,State,1005,41.50352,-74.01401,,36
1106,New York,St Johns Episcopal Hospital South Shore,Far Rockaway,11691,Primary Stroke Center,State,1001,40.59865,-73.753,,36
1107,New York,Southside Hospital,Bay Shore,11706,Primary Stroke Center,State,997,40.726397600000006,-73.25165820000001,,36
1108,New York,Southampton Hospital,Southampton,11968,Primary Stroke Center,State,991,40.88539,-72.38058000000001,,36
1109,New York,Sisters of Charity Hospital,Buffalo,14214,Primary Stroke Center,State,978,42.9287,-78.84793,,36
1110,New York,Samaritan Medical Center,Watertown,13601,Primary Stroke Center,The Joint Commission,967,43.96441,-75.91304000000001,,36
1111,New York,Samaritan Hospital,Troy,12180,Primary Stroke Center,State,960,42.742779999999996,-73.67582,,36
1112,New York,Rochester General Hospital,Rochester,14621,Comprehensive Stroke Center,DNV GL,953,43.19242,-77.58659,,36
1113,New York,Richmond University Medical Center,Staten Island,10301,Primary Stroke Center,The Joint Commission,949,40.635979999999996,-74.10641,,36
1114,New York,Putnam Hospital Center,Carmel Hamlet,10512,Primary Stroke Center,State,942,41.458999,-73.65694909999999,,36
1115,New York,Plainview Hospital,Plainview,11803,Primary Stroke Center,State,940,40.77507,-73.47845,,36
1116,New York,Phelps Memorial Hospital Center,Sleepy Hollow,10591,Primary Stroke Center,State,929,41.09417851,-73.86075449,,36
1117,New York,Peconic Bay Medical Center,Riverhead,11901,Primary Stroke Center,State,925,40.93422,-72.67359,,36
1118,New York,Our Lady Of Lourdes Memorial Hospital,Binghamton,13905,Primary Stroke Center,State,923,42.09178,-75.93627,,36
1119,New York,Orange Regional Medical Center,Middletown,10940,Primary Stroke Center,State,912,41.44,-74.36811,,36
1120,New York,Olean General Hospital,Olean,14760,Primary Stroke Center,State,906,42.09048,-78.4278,,36
1121,New York,NYU Langone Hospitals,New York,10016,Comprehensive Stroke Center,The Joint Commission,878,40.7423,-73.9743,,36
1122,New York,NYU Langone Hospital - Winthrop,Mineola,11501,Primary Stroke Center,State,894,40.745155,-73.639525,,36
1123,New York,NYU Langone Hospital - Brooklyn,Brooklyn,11220,Comprehensive Stroke Center,State,888,40.64662,-74.02058000000001,,36
1124,New York,NYC Health + Hospitals/ Kings County,Brooklyn,11203,Primary Stroke Center,The Joint Commission,875,40.656690000000005,-73.94383,,36
1125,New York,Nyack Hospital,Nyack,10960,Primary Stroke Center,State,873,41.09595,-73.92603000000001,,36
1126,New York,Northern Westchester Hospital Center,Mount Kisco,10549,Primary Stroke Center,State,871,41.19631,-73.72554000000001,,36
1127,New York,Northern Dutchess Hospital,Rhinebeck ,12572,Primary Stroke Center,State,869,41.9353,-73.91275,,36
1128,New York,North Shore University Hospital,Manhasset,11030,Comprehensive Stroke Center,The Joint Commission,867,40.77774,-73.70192,,36
1129,New York,Nicholas H Noyes Memorial Hospital,Dansville,14437,Primary Stroke Center,State,865,42.56,-77.694965,,36
1130,New York,Niagara Falls Memorial Medical Center,Niagara Falls ,14301,Primary Stroke Center,State,862,43.09393,-79.04988,,36
1131,New York,Newark-Wayne Community Hospital,Newark,14513,Primary Stroke Center,State,838,43.05977,-77.10204,,36
1132,New York,New York Presbyterian/Queens,Flushing,11355,Primary Stroke Center,The Joint Commission,859,40.74723,-73.8252,,36
1133,New York,New York Presbyterian Lawrence Hospital,Bronxville,10708,Primary Stroke Center,State,1155,40.94249,-73.83691,,36
1134,New York,New York Presbyterian Hospital/Lower Manhattan,New York,10038,Primary Stroke Center,State,1154,40.71075,-74.00513000000001,,36
1135,New York,New York Presbyterian Hospital/Columbia,New York,10032,Primary Stroke Center,State,1153,40.84128,-73.94032,,36
1136,New York,New York Presbyterian Hospital Cornell,New York,10065,Primary Stroke Center,State,1152,40.872890000000005,-73.91246,,36
1137,New York,New York Presbyterian Brooklyn Methodist Hospital,Brooklyn,11215,Primary Stroke Center,State,1151,40.66822,-73.97935,,36
1138,New York,New York Presbyterian - Hudson Valley Hospital,Cortlandt Manor,10567,Primary Stroke Center,State,1149,41.292640000000006,-73.89241,,36
1139,New York,New York Presbyterian - Allen Hospital,New York,10034,Primary Stroke Center,State,1150,40.872890000000005,-73.91246,,36
1140,New York,New York Community Hospital of Brooklyn,Brooklyn ,11229,Primary Stroke Center,State,1148,40.613859999999995,-73.94836,,36
1141,New York,Nassau University Medical Center,East Meadow,11554,Primary Stroke Center,State,1147,40.72648,-73.55375,,36
1142,New York,Mount St. Mary's Hospital,Lewiston,14092,Primary Stroke Center,State,1146,43.15419,-79.03242,,36
1143,New York,Mount Sinai West,New York,10019,Primary Stroke Center,State,1145,40.77008,-73.98782,,36
1144,New York,Mount Sinai South Nassau,Oceanside,11572,Primary Stroke Center,The Joint Commission,1144,40.65204,-73.63084,,36
1145,New York,Mount Sinai Morningside,New York,10025,Primary Stroke Center,State,1143,40.80575,-73.96157,,36
1146,New York,Mount Sinai Hospital Mount Sinai Hospital of Queens,Queens,11102,Primary Stroke Center,The Joint Commission,1142,40.770976,-73.9242913,,36
1147,New York,Mount Sinai Hospital,New York,10029,Comprehensive Stroke Center,The Joint Commission,1141,40.79038,-73.95339,,36
1148,New York,Mount Sinai Brooklyn/Beth Israel Medical Center King's Highway,Brooklyn,11234,Primary Stroke Center,State,1140,40.6145,-73.922515,,36
1149,New York,Mount Sinai Beth Israel/Beth Israel Medical Center,New York,10003,Primary Stroke Center,State,1139,40.73236,-73.98909,,36
1150,New York,Montefiore New Rochelle Hospital,New Rochelle,10801,Primary Stroke Center,State,1138,40.91284,-73.78754,,36
1151,New York,Montefiore Mount Vernon Hospital,Mount Vernon,10550,Primary Stroke Center,State,1137,40.91237,-73.84026999999999,,36
1152,New York,Montefiore Medical Center - Jack D Weiler Hosp Of A Einstein College Division,The Bronx,10461,Primary Stroke Center,State,1132,40.843575,-73.83245500000001,,36
1153,New York,Montefiore Medical Center - Henry and Lucy Moses Division,Bronx,10567,Comprehensive Stroke Center,The Joint Commission,1127,41.2956111,-73.8852426,,36
1154,New York,Millard Fillmore Suburban Hospital,Williamsville,14221,Primary Stroke Center,State,1122,42.99327,-78.73005,,36
1155,New York,Mid Hudson Regional Hospital of Westchester Medical Center,Poughkeepsie,12601,Primary Stroke Center,State,1117,41.71801,-73.92651,,36
1156,New York,Metropolitan Hospital Center,New York,10029,Primary Stroke Center,State,1114,40.78477,-73.9439,,36
1157,New York,Mercy Medical Center,Rockville Centre,11570,Primary Stroke Center,The Joint Commission,1112,40.68825,-73.63136999999999,,36
1158,New York,Mercy Hospital Of Buffalo,Buffalo,14220,Primary Stroke Center,The Joint Commission,1111,42.84733,-78.81271,,36
1159,New York,Mary Imogene Bassett Hospital,Cooperstown,13326,Primary Stroke Center,State,1091,42.6987122,-74.9281115,,36
1160,New York,Maimonides Medical Center,Brooklyn,11219,Comprehensive Stroke Center,The Joint Commission,1082,40.639359999999996,-73.99866999999999,,36
1161,New York,Long Island Jewish Valley Stream,Valley Stream,11580,Primary Stroke Center,State,1068,40.68104,-73.68632,,36
1162,New York,Long Island Jewish Medical Center,Queens,11040,Primary Stroke Center,State,1080,40.75288,-73.70929,,36
1163,New York,Long Island Jewish Forest Hills/Forest Hills Hospital,Queens,11375,Primary Stroke Center,State,1054,40.72903,-73.85151,,36
1164,New York,Long Island Community Hospital,Patchogue,11772,Primary Stroke Center,State,1007,40.78007,-72.97659,,36
1165,New York,Lincoln Medical and Mental Health Center,Bronx,10451,Primary Stroke Center,The Joint Commission,1003,40.816325,-73.927415,,36
1166,New York,Lenox Hill Hospital,New York,10075,Primary Stroke Center,State,990,40.77397,-73.96088,,36
1167,New York,Kingsbrook Jewish Medical Center,Brooklyn,11203,Primary Stroke Center,State,985,40.65958,-73.9338,,36
1168,New York,Kenmore Mercy Hospital,Kenmore,14217,Primary Stroke Center,The Joint Commission,981,42.97763,-78.88045,,36
1169,New York,Jones Memorial Hospital,Wellsville,14895,Primary Stroke Center,State,974,42.1227,-77.95099,,36
1170,New York,John T Mather Memorial Hospital,Port Jefferson,11777,Primary Stroke Center,State,968,40.944268900000004,-73.06356540000002,,36
1171,New York,Jamaica Hospital Medical Center,Richmond Hill,11418,Primary Stroke Center,State,963,40.70113,-73.81616,,36
1172,New York,Jacobi Medical Center,The Bronx,10461,Primary Stroke Center,State,956,40.843575,-73.83245500000001,,36
1173,New York,Ira Davenport Memorial Hospital,Bath,14810,Primary Stroke Center,The Joint Commission,950,42.37135,-77.28015,,36
1174,New York,Huntington Hospital,Huntington,11743,Primary Stroke Center,State,945,40.87952,-73.41627,,36
1175,New York,Highland Hospital,Rochester,14620,Primary Stroke Center,State,937,43.13572,-77.60741,,36
1176,New York,HealthAlliance Hospital Broadway Campus,Kingston,12401,Primary Stroke Center,State,931,41.92696,-73.99565,,36
1177,New York,Harlem Hospital Center,New York,10037,Primary Stroke Center,State,911,40.813085,-73.93739000000001,,36
1178,New York,Good Samaritan Hospital Of Suffern,Suffern,10901,Primary Stroke Center,The Joint Commission,904,41.110690000000005,-74.13417,,36
1179,New York,Good Samaritan Hospital Medical Center,West Islip,11795,Comprehensive Stroke Center,The Joint Commission,896,40.69321,-73.29415999999999,,36
1180,New York,Glens Falls Hospital,Glens Falls,12801,Primary Stroke Center,State,891,43.30619,-73.64635,,36
1181,New York,Glen Cove Hospital,Glen Cove,11542,Primary Stroke Center,State,879,40.87062,-73.62249,,36
1182,New York,Geneva General Hospital,Geneva,14456,Primary Stroke Center,The Joint Commission,855,42.876259999999995,-76.98769,,36
1183,New York,Flushing Hospital Medical Center,Queens,11355,Primary Stroke Center,State,1041,40.75515,-73.81645999999999,,36
1184,New York,Faxton-St. Luke's Healthcare,Utica,13502,Primary Stroke Center,State,1040,43.09811,-75.27879,,36
1185,New York,F F Thompson Hospital,Canadaigua,14424,Primary Stroke Center,State,1039,42.887409999999996,-77.280025,,36
1186,New York,Erie County Medical Center,Buffalo,14215,Primary Stroke Center,State,1038,42.93385,-78.80836,,36
1187,New York,Elmhurst Hospital Center,Elmhurst,11373,Primary Stroke Center,The Joint Commission,1037,40.7386562,-73.87972409999999,,36
1188,New York,Ellis Hospital,Schenectady,12308,Primary Stroke Center,State,1036,42.81989,-73.91634,,36
1189,New York,Crouse Hospital,Syracuse,13210,Comprehensive Stroke Center,DNV GL,1035,43.041309999999996,-76.13793000000001,,36
1190,New York,Corning Hospital,Corning,14830,Primary Stroke Center,State,1034,42.13537,-76.96949000000001,,36
1191,New York,Coney Island Hospital,Brooklyn ,11235,Primary Stroke Center,State,1033,40.58603,-73.96573000000001,,36
1192,New York,Columbia Memorial Hospital,Hudseon,12534,Primary Stroke Center,State,1032,42.24559,-73.77739,,36
1193,New York,Cayuga Medical Center,Ithaca,14850,Primary Stroke Center,State,1031,42.46881,-76.53827,,36
1194,New York,Catskill Regional Medical Center,Harris,12742,Primary Stroke Center,State,1030,41.71417279999999,-74.7266098,,36
1195,New York,Buffalo General Medical Center,Buffalo,14203,Primary Stroke Center,State,1029,42.90035,-78.86589000000001,,36
1196,New York,Brooklyn Hospital Center,Brooklyn,11201,Primary Stroke Center,State,1028,40.69036,-73.97799,,36
1197,New York,Brookdale Hospital Medical Center,Brooklyn,11212,Thrombectomy Capable Stroke Center,HFAP,1027,40.65453,-73.91275999999999,,36
1198,New York,BronxCare Health Systems,The Bronx,10457,Primary Stroke Center,State,1026,40.83165,-73.90353,,36
1199,New York,Bellevue Hospital Center,New York,10016,Primary Stroke Center,State,1025,40.745909999999995,-73.97854,,36
1200,New York,Auburn Community Hospital,Auburn,13021,Primary Stroke Center,State,1024,42.94145,-76.56451,,36
1201,New York,Arnot Ogden Medical Center,Elmira,14905,Primary Stroke Center,The Joint Commission,1023,42.099340000000005,-76.82668000000001,,36
1202,New York,Albany Medical Center,Albany,12208,Comprehensive Stroke Center,The Joint Commission,1022,42.65295,-73.77582,,36
1203,North Carolina,Watauga Medical Center,Boone,28607,Primary Stroke Center,The Joint Commission,1275,36.19891,-81.65137,,37
1204,North Carolina,WakeMed Cary Hospital,Cary,27518,Primary Stroke Center,The Joint Commission,1274,35.74074,-78.78171,,37
1205,North Carolina,WakeMed,Raleigh,27610,Primary Stroke Center,The Joint Commission,1271,35.778625,-78.61556999999999,,37
1206,North Carolina,Wake Forest Baptist Medical Center,Winston Salem,27157,Comprehensive Stroke Center,The Joint Commission,1540,36.08932,-80.26876,,37
1207,North Carolina,Vidant Roanoke Chowan Hospital,Ahoskie,27910,Stroke Ready Hospital,The Joint Commission,1381,36.2854,-76.99454,,37
1208,North Carolina,Vidant Medical Center,Greenville,27835,Comprehensive Stroke Center,The Joint Commission,1543,35.60712,-77.40456,,37
1209,North Carolina,Vidant Edgecombe Hospital,Tarboro,27886,Primary Stroke Center,The Joint Commission,1561,35.92115,-77.55585,,37
1210,North Carolina,Vidant Chowan Hospital,Edenton,27932,Stroke Ready Hospital,The Joint Commission,1374,36.06982,-76.61057,,37
1211,North Carolina,Vidant Bertie Hospital,Windsor,27983,Stroke Ready Hospital,The Joint Commission,1423,35.9886,-76.9288,,37
1212,North Carolina,University of North Carolina Hospitals,Chapel Hill,27514,Comprehensive Stroke Center,The Joint Commission,1544,35.90702,-79.04186,,37
1213,North Carolina,The Charlotte-Mecklenburg Hospital Authority,Charlotte,28210,Primary Stroke Center,The Joint Commission,1268,35.141352399999995,-80.82856540000002,,37
1214,North Carolina,Sentara Albemarle Medical Center,Elizabeth City,27909,Primary Stroke Center,DNV GL,1545,36.323170000000005,-76.21871,,37
1215,North Carolina,Rex Hospital,Raleigh,27607,Thrombectomy Capable Stroke Center,The Joint Commission,1276,35.793815,-78.67023499999999,,37
1216,North Carolina,Onslow Memorial Hospital,Jacksonville,28546,Primary Stroke Center,The Joint Commission,1266,34.76272,-77.38582,,37
1217,North Carolina,Novant Health Thomasville Medical Center,Thomasville,27360,Primary Stroke Center,The Joint Commission,1570,35.87907,-80.11151,,37
1218,North Carolina,Novant Health Rowan Medical Center,Salisbury,28144,Primary Stroke Center,The Joint Commission,1263,35.681940000000004,-80.47108,,37
1219,North Carolina,Novant Health Presbyterian Medical Center,Charlotte,28204,Comprehensive Stroke Center,The Joint Commission,1542,35.21218,-80.82403000000001,,37
1220,North Carolina,Novant Health Mint Hill Medical Center,Charlotte,28215,Stroke Ready Hospital,The Joint Commission,1433,35.22267,-80.64865,,37
1221,North Carolina,Novant Health Matthews Medical Center,Matthews,28105,Primary Stroke Center,The Joint Commission,1239,35.11984,-80.71366,,37
1222,North Carolina,Novant Health Huntersville Medical Center,Huntersville,28078,Primary Stroke Center,The Joint Commission,1572,35.40598,-80.85995,,37
1223,North Carolina,Novant Health Forsyth Medical Center,Winston Salem,27103,Comprehensive Stroke Center,The Joint Commission,1541,36.07546,-80.29654000000001,,37
1224,North Carolina,Northern Hospital District of Surry County,Mount Airy,27030,Primary Stroke Center,The Joint Commission,1571,36.49890429999999,-80.6084698,,37
1225,North Carolina,New Hanover Regional Medical Center,Wilmington,28401,Comprehensive Stroke Center,DNV GL,1535,34.20536,-77.92187,,37
1226,North Carolina,Nash General Hospital,Rocky Mount,27804,Primary Stroke Center,The Joint Commission,1569,35.975840000000005,-77.85233000000001,,37
1227,North Carolina,Moses H. Cone Memorial Hospital Operating Corporation,Greensboro,27401,Stroke Ready Hospital,The Joint Commission,1384,36.074909999999996,-79.79241,,37
1228,North Carolina,Moses H. Cone Memorial Hospital Operating Corporation,Greensboro,27401,Comprehensive Stroke Center,The Joint Commission,1539,36.074909999999996,-79.79241,,37
1229,North Carolina,Mission Hospital,Asheville,28801,Comprehensive Stroke Center,The Joint Commission,1538,35.5767,-82.54942,,37
1230,North Carolina,MH Mission Hospital McDowell,Marion,28752,Stroke Ready Hospital,The Joint Commission,1410,35.6635,-82.02809,,37
1231,North Carolina,Lexington Medical Center,Lexington,27292,Primary Stroke Center,The Joint Commission,1567,35.805820000000004,-80.2874,,37
1232,North Carolina,Lenoir Memorial Hospital,Kinston,28501,Primary Stroke Center,The Joint Commission,1566,35.260815,-77.57263,,37
1233,North Carolina,Lake Norman Regional Medical Center,Mooresville,28117,Primary Stroke Center,The Joint Commission,1568,35.54905,-80.85381,,37
1234,North Carolina,Iredell Memorial Hospital,Statesville,28677,Primary Stroke Center,The Joint Commission,1565,35.79985,-80.87862,,37
1235,North Carolina,Hugh Chatham Memorial Hospital,Elkin,28621,Primary Stroke Center,The Joint Commission,1564,36.2618,-80.83856999999999,,37
1236,North Carolina,Hoke Healthcare,Raeford,28376,Stroke Ready Hospital,The Joint Commission,1428,34.981295,-79.22409499999999,,37
1237,North Carolina,Gaston Memorial Hospital,Gastonia,28054,Primary Stroke Center,The Joint Commission,1563,35.257318,-81.1726346,,37
1238,North Carolina,FirstHealth of the Carolinas,Pinehurst,28374,Primary Stroke Center,The Joint Commission,1562,35.20584,-79.45676,,37
1239,North Carolina,Duplin General Hospital,Kenansville,28349,Primary Stroke Center,The Joint Commission,1560,34.961822,-77.95910390000002,,37
1240,North Carolina,Duke University Hospital,Durham,27710,Comprehensive Stroke Center,The Joint Commission,1537,36.00764,-78.93755,,37
1241,North Carolina,Duke Regional Hospital,Durham,27704,Primary Stroke Center,The Joint Commission,1559,36.037240000000004,-78.89964,,37
1242,North Carolina,Duke Raleigh Hospital,Raleigh,27609,Thrombectomy Capable Stroke Center,The Joint Commission,1277,35.82875,-78.61823000000001,,37
1243,North Carolina,DLP Wilson Medical Center,Wilson,27893,Primary Stroke Center,The Joint Commission,1558,35.71918,-77.94385,,37
1244,North Carolina,DLP Frye Regional Medical Center,Hickory,28601,Primary Stroke Center,The Joint Commission,1557,35.73752,-81.33713,,37
1245,North Carolina,DLP Central Carolina Medical Center,Sanford,27330,Primary Stroke Center,The Joint Commission,1556,35.4796579,-79.17681809999999,,37
1246,North Carolina,Columbus Regional Healthcare System,Whiteville,28472,Acute Stroke Ready Hospital,DNV GL,1495,34.33849,-78.69377,,37
1247,North Carolina,Catawba Valley Medical Center,Hickory,28602,Primary Stroke Center,The Joint Commission,1555,35.71398,-81.26664,,37
1248,North Carolina,Carteret County General Hospital Corporation,Morehead City,28557,Primary Stroke Center,The Joint Commission,1554,34.724315000000004,-76.72234,,37
1249,North Carolina,Carolinas Medical Center,Charlotte,28232,Comprehensive Stroke Center,The Joint Commission,1536,35.09197,-80.87116999999999,,37
1250,North Carolina,Cape Fear Valley Health System,Fayetteville,28304,Primary Stroke Center,The Joint Commission,1553,35.03183,-78.93245999999999,,37
1251,North Carolina,Atrium Health University City,Charlotte,28262,Primary Stroke Center,The Joint Commission,1552,35.3072,-80.74748000000001,,37
1252,North Carolina,Atrium Health Union,Monroe,28112,Primary Stroke Center,The Joint Commission,1551,34.97517,-80.52278000000001,,37
1253,North Carolina,Atrium Health Stanly,Albemarle,28001,Primary Stroke Center,The Joint Commission,1550,35.363890000000005,-80.19453,,37
1254,North Carolina,Atrium Health Lincoln,Lincolnton,28092,Primary Stroke Center,The Joint Commission,1549,35.49029,-81.20319,,37
1255,North Carolina,Atrium Health Cleveland,Shelby,28150,Primary Stroke Center,The Joint Commission,1548,35.30288,-81.53571,,37
1256,North Carolina,Atrium Health Cabarrus,Concord,28025,Primary Stroke Center,The Joint Commission,1547,35.43555,-80.60305,,37
1257,North Carolina,Angel Medical Center,Franklin,28734,Stroke Ready Hospital,The Joint Commission,1390,35.1804891,-83.3805333,,37
1258,North Carolina,Alamance Regional Medical Center,Burlington,27216,Primary Stroke Center,The Joint Commission,1546,36.09382,-79.46367,,37
1259,North Dakota,Wishek Community Hospital,Wishek,58495,Acute Stroke Ready Hospital,State,1317,46.25857,-99.55624,,38
1260,North Dakota,West River Regional Medical Center,Hettinger,58639,Acute Stroke Ready Hospital,State,1297,46.002159999999996,-102.63605,,38
1261,North Dakota,Unity Medical Center,Grafton,58237,Acute Stroke Ready Hospital,State,1294,48.41145,-97.41439,,38
1262,North Dakota,Trinity Hospitals,Minot,58701,Primary Stroke Center,The Joint Commmission,1281,48.232409999999994,-101.29332,,38
1263,North Dakota,Towner County Medical Center,Cando,58324,Acute Stroke Ready Hospital,State,1287,48.49258,-99.21092,,38
1264,North Dakota,Tioga Medical Center,Tioga,58852,Acute Stroke Ready Hospital,State,1308,48.40262,-102.93483,,38
1265,North Dakota,St. Andrew's Health Center,Bottineau,58318,Acute Stroke Ready Hospital,State,1285,48.82899999999999,-100.44913000000001,,38
1266,North Dakota,St. Aloisius Medical Center,Harvey,58341,Acute Stroke Ready Hospital,State,1295,47.76724,-99.93249,,38
1267,North Dakota,Southwest Healthcare Services,Bowman,58623,Acute Stroke Ready Hospital,State,1286,46.18419,-103.40656,,38
1268,North Dakota,Sanford Medical Center Fargo,Fargo,58122,Comprehensive Stroke Center,The Joint Commmission,1278,46.84551,-96.8768,,38
1269,North Dakota,Sanford Medical Center Bismarck,Bismarck,58501,Primary Stroke Center,The Joint Commmission,1282,46.80811,-100.78227,,38
1270,North Dakota,Sanford Mayville Medical Center,Mayville,58257,Acute Stroke Ready Hospital,State,1302,47.500659999999996,-97.31728000000001,,38
1271,North Dakota,Sakakawea Medical Center,Hazen,58545,Acute Stroke Ready Hospital,State,1296,47.29841,-101.61099,,38
1272,North Dakota,Presentation Medical Center,Rolla,58367,Acute Stroke Ready Hospital,State,1305,48.86222,-99.61508,,38
1273,North Dakota,Pembina County Memorial Hospital,Cavalier,58220,Acute Stroke Ready Hospital,State,1289,48.79231,-97.6185,,38
1274,North Dakota,Mountrail Medical Center,Stanely,58784,Acute Stroke Ready Hospital,State,1307,48.31269,-102.38682,,38
1275,North Dakota,McKenzie County Healthcare System,Watford City,58854,Acute Stroke Ready Hospital,State,1315,47.80357,-103.27145,,38
1276,North Dakota,Lisbon Area Health Services,Lisbon,58054,Acute Stroke Ready Hospital,State,1301,46.438375,-97.68144000000001,,38
1277,North Dakota,Linton Hospital,Linton,58552,Acute Stroke Ready Hospital,State,1300,46.27182,-100.23349,,38
1278,North Dakota,Jamestown Regional Medical Center,Jamestown,38556,Acute Stroke Ready Hospital,State,1298,46.8899,-98.74686,,38
1279,North Dakota,Innovis Health,Fargo,58103,Comprehensive Stroke Center,DNV GL,1279,46.86776,-96.795665,,38
1280,North Dakota,Heart of America Medical Center,Rugby,58368,Acute Stroke Ready Hospital,State,1306,48.3639,-99.99728,,38
1281,North Dakota,First Care Health Center,Park River,58270,Acute Stroke Ready Hospital,State,1304,48.39947,-97.74396999999999,,38
1282,North Dakota,CHI St. Joseph Health,Dickinson,58601,Acute Stroke Ready Hospital,State,1291,46.884675,-102.7825,,38
1283,North Dakota,CHI St. Alexius Mercy Medical Center,Williston,58801,Acute Stroke Ready Hospital,State,1316,48.15128,-103.62913,,38
1284,North Dakota,CHI St. Alexius Health Turtle Lake Hospital,Turtle Lake,58575,Acute Stroke Ready Hospital,State,1309,47.51828,-100.89448,,38
1285,North Dakota,CHI St. Alexius Garrison,Garrison,58540,Acute Stroke Ready Hospital,State,1293,47.64852,-101.41048,,38
1286,North Dakota,CHI St. Alexius Devils Lake,Devils Lake,58301,Acute Stroke Ready Hospital,State,1290,48.11557,-98.84982,,38
1287,North Dakota,CHI St. Alexius Carrington,Carrington,58421,Acute Stroke Ready Hospital,State,1288,47.45453,-99.12307,,38
1288,North Dakota,CHI St. Alexius,Bismarck,58501,Primary Stroke Center Plus,DNV GL,1283,46.806979999999996,-100.77783000000001,,38
1289,North Dakota,CHI Oakes Hospital,Oakes,58474,Acute Stroke Ready Hospital,State,1303,46.150220000000004,-98.08945,,38
1290,North Dakota,CHI Mercy Health Valley City,Valley City,58072,Acute Stroke Ready Hospital,State,1314,46.92836,-97.9936,,38
1291,North Dakota,CHI Jacobson Memorial Hospital,Elgin,58533,Acute Stroke Ready Hospital,State,1292,46.407090000000004,-101.84172,,38
1292,North Dakota,Cavalier County Memorial,Langdon,58249,Acute Stroke Ready Hospital,State,1299,48.76205,-98.36622,,38
1293,North Dakota,Ashley Medical Center,Ashley,58413,Acute Stroke Ready Hospital,State,1284,46.04019,-99.37174,,38
1294,North Dakota,Altru Health System,Grand Forks,58206,Primary Stroke Center,The Joint Commmission,1280,47.90943,-97.06803000000001,,38
1295,Ohio,Wooster Community Hospital,Wooster,44691,Primary Stroke Center,DNV GL,1451,40.82113,-81.93413000000001,,39
1296,Ohio,Western Reserve Hospital,Cuyahoga Falls,44223,Primary Stroke Center,HFAP,1449,41.132,-81.5107,,39
1297,Ohio,West Medical Center,Willoughby,44094,Primary Stroke Center,The Joint Commission,1443,41.62519,-81.43257,,39
1298,Ohio,West Chester Hospital,West Chester,45069,Primary Stroke Center,The Joint Commission,1389,39.3583,-84.36785,,39
1299,Ohio,Upper Valley Medical Center,Troy,45373,Acute Stroke Ready Hospital             ,The Joint Commission,1373,40.08658,-84.22344,,39
1300,Ohio,University of Toledo Medical Center,Toledo,43614,Primary Stroke Center,The Joint Commission,1325,41.6193,-83.61615,,39
1301,Ohio,University of Cincinnati Medical Center,Cincinnati,45219,Comprehensive Stroke Center,The Joint Commission,1417,39.137370000000004,-84.50347,,39
1302,Ohio,University Hospitals St. John Medical Center,Westlake,44145,Primary Stroke Center,The Joint Commission,1534,41.43653,-81.94451,,39
1303,Ohio,University Hospitals Parma Medical Center,Parma,44129,Primary Stroke Center,The Joint Commission,1583,41.3819,-81.73079,,39
1304,Ohio,University Hospitals Geauga Medical Center,Chardon,44024,Primary Stroke Center,The Joint Commission,1576,41.50938,-81.1894,,39
1305,Ohio,University Hospitals Cleveland Medical Center,Cleveland,44106,Comprehensive Stroke Center,The Joint Commission,1403,41.506840000000004,-81.60669,,39
1306,Ohio,University Hospitals Ahuja Medical Center,Beachwood,44122,Primary Stroke Center,The Joint Commission,1400,41.467431899999994,-81.53766429999999,,39
1307,Ohio,Union Hospital,Dover,44622,Primary Stroke Center,The Joint Commission,1594,40.51380505,-81.45507493,,39
1308,Ohio,UH Richmond Medical Center,Richmond Heights,44143,Primary Stroke Center,The Joint Commission,1392,41.5809,-81.48883000000001,,39
1309,Ohio,UH Portage Medical Center,Ravenna,44266,Primary Stroke Center,The Joint Commission,1323,41.17695,-81.24611999999999,,39
